120103007,友谊路街道,友谊路
120103008,天塔街道,天塔
120103009,尖山街道,尖山
120103010,陈塘庄街道,陈塘庄
120103011,柳林街道,柳林
120103012,东海街道,东海
120103013,梅江街道,梅江
120103014,太湖路街道,太湖路
120104001,长虹街道,长虹
120104002,鼓楼街道,鼓楼
120104003,兴南街道,兴南
120104004,广开街道,广开
120104005,万兴街道,万兴
120104006,学府街道,学府
120104007,向阳路街道,向阳路
120104008,嘉陵道街道,嘉陵道
120104009,王顶堤街道,王顶堤
120104010,水上公园街道,水上公园
120104011,体育中心街道,体育中心
120104012,华苑街道,华苑
120105001,光复道街道,光复道
120105002,望海楼街道,望海楼
120105003,鸿顺里街道,鸿顺里
120105004,新开河街道,新开河
120105005,铁东路街道,铁东路
120105006,建昌道街道,建昌道
120105007,宁园街道,宁园
120105008,王串场街道,王串场
120105009,江都路街道,江都路
120105010,月牙河街道,月牙河
120106001,西于庄街道,西于庄
120106002,双环村街道,双环村
120106003,咸阳北路街道,咸阳北路
120106004,丁字沽街道,丁字沽
120106005,西沽街道,西沽
120106006,三条石街道,三条石
120106008,邵公庄街道,邵公庄
120106009,芥园街道,芥园
120106010,铃铛阁街道,铃铛阁
120106012,和苑街道,和苑
120110001,张贵庄街道,张贵庄
120110002,丰年村街道,丰年村
120110003,万新街道,万新
120110004,无瑕街道,无瑕
120110005,新立街道,新立
120110006,华明街道,华明
120110007,金钟街道,金钟
120110008,军粮城街道,军粮城
120110009,金桥街道,金桥
120110010,华新街道,华新
120110011,东丽湖街道,东丽湖
120110400,天津经济技术开发区西区,天津经济技术开发区西区
120110401,天津航空物流区,天津航空物流区
120110402,天津空港经济区,天津空港经济区
120110403,东丽区经济技术开发区,东丽区经济技术开发区
120110405,综合保税区,综合保税区
120110406,航空新城,航空新城
120110407,服务滨海新区建设管理委员会,服务滨海新区建设管理委员会
120111001,西营门街道,西营门
120111002,李七庄街道,李七庄
120111003,赤龙南街道,赤龙南
120111100,中北镇,中北
120111101,杨柳青镇,杨柳青
120111102,辛口镇,辛口
120111103,张家窝镇,张家窝
120111104,精武镇,精武
120111105,大寺镇,大寺
120111106,王稳庄镇,王稳庄
120111400,天津经济技术开发区微电子小区,天津经济技术开发区微电子小区
120111401,新技术产业园区,新技术产业园区
120111450,西青区开发区,西青区开发区
120112001,双新街道,双新
120112002,双林街道,双林
120112100,咸水沽镇,咸水沽
120112101,葛沽镇,葛沽
120112102,小站镇,小站
120112103,双港镇,双港
120112104,辛庄镇,辛庄
120112106,双桥河镇,双桥河
120112107,八里台镇,八里台
120112108,北闸口镇,北闸口
120112401,铁路十八局,铁路十八局
120112403,长青办事处,长青办事处
120112404,津南开发区东区,津南开发区东区
120112405,津南开发区西区,津南开发区西区
120112407,海河教育园区,海河教育园区
120112500,双林农场,双林农场
120112501,津南国家农业园区,津南国家农业园区
120113001,果园新村街道,果园新村
120113002,集贤里街道,集贤里
120113003,普东街道,普东
120113004,瑞景街道,瑞景
120113005,佳荣里街道,佳荣里
120113006,青源街道,青源
120113007,广源街道,广源
120113100,天穆镇,天穆
120113101,北仓镇,北仓
120113102,双街镇,双街
120113103,双口镇,双口
120113104,青光镇,青光
120113106,宜兴埠镇,宜兴埠
120113107,小淀镇,小淀
